symbol,alert_date,strategy,entry_price,quantity,trade_entry_date,match_type
NAMS,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,18.75,200.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
ROOT,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,137.34,25.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
ROOT,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,139.84,20.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
ROOT,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,137.27,10.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
UPST,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,47.87,50.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
UPST,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,47.85,75.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
ALHC,2025-06-02,BreakFutPennies-holdingsactual-First-SGQoQ,15.41,200.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
DAWN,2025-06-02,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,6.88,300.0,2025-06-03T00:00:00,TRADE_1D_AFTER_ALERT
NAMS,2025-06-02,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,18.75,200.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
DAWN,2025-06-02,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,6.88,300.0,2025-06-03T00:00:00,TRADE_1D_AFTER_ALERT
LTH,2025-06-02,BreakFutPennies-holdingsactual-First-QDL,29.76,100.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
ALHC,2025-06-02,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,15.41,200.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
LTH,2025-06-02,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],29.76,100.0,2025-06-02T00:00:00,SAME_DAY_ENTRY
PTGX,2025-06-02,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],47.6,25.0,2025-05-29T00:00:00,TRADE_4D_BEFORE_ALERT
PTGX,2025-06-02,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],47.6,25.0,2025-05-29T00:00:00,TRADE_4D_BEFORE_ALERT
RGNX,2025-06-02,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,9.95,200.0,2025-06-03T00:00:00,TRADE_1D_AFTER_ALERT
UUUU,2025-06-03,BreakFutPennies-holdingsactual-curl-Juicy,5.57,205.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
UUUU,2025-06-03,BreakFutPennies-holdingsactual-curl-Juicy,5.59,173.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
UUUU,2025-06-03,BreakFutPennies-holdingsactual-curl-Juicy,5.57,95.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
UUUU,2025-06-03,BreakFutPennies-holdingsactual-curl-Juicy,5.59,27.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
RDDT,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
RDDT,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,40.33,20.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
RDDT,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
RDDT,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
RDDT,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
RDDT,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,118.38,10.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
ADMA,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,20.53,150.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
SPRY,2025-06-03,BreakFutPennies-holdingsactual-StackSupportloVlm,15.2,150.0,2025-05-30T00:00:00,TRADE_4D_BEFORE_ALERT
ADMA,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,20.53,150.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
LUMN,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,4.13,100.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
LUMN,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,4.13,275.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
LUMN,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,4.14,25.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
GH,2025-06-03,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,40.33,20.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
CDNA,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,19.29,100.0,2025-06-04T00:00:00,TRADE_1D_AFTER_ALERT
LUMN,2025-06-03,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],4.13,100.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
LUMN,2025-06-03,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],4.13,275.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
LUMN,2025-06-03,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],4.14,25.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
ADMA,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,20.53,150.0,2025-06-03T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-03,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,33.73,100.0,2025-06-05T00:00:00,TRADE_2D_AFTER_ALERT
UPST,2025-06-03,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],47.87,50.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
UPST,2025-06-03,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],47.85,75.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
QUBT,2025-06-03,BreakFutPennies-holdingsactual-StackSupportloVlm,13.3,200.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
QUBT,2025-06-03,BreakFutPennies-holdingsactual-StackSupportloVlm,13.53,150.0,2025-06-06T00:00:00,TRADE_3D_AFTER_ALERT
ASTS,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,26.51,75.0,2025-06-04T00:00:00,TRADE_1D_AFTER_ALERT
ASTS,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,26.51,35.0,2025-06-04T00:00:00,TRADE_1D_AFTER_ALERT
ASTS,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,26.51,30.0,2025-06-04T00:00:00,TRADE_1D_AFTER_ALERT
ASTS,2025-06-03,BreakFutPennies-holdingsactual-First-QDL,26.51,10.0,2025-06-04T00:00:00,TRADE_1D_AFTER_ALERT
UAMY,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,2.99,500.0,2025-06-05T00:00:00,TRADE_2D_AFTER_ALERT
UAMY,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,3.09,500.0,2025-06-05T00:00:00,TRADE_2D_AFTER_ALERT
UAMY,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,2.98,500.0,2025-06-05T00:00:00,TRADE_2D_AFTER_ALERT
UAMY,2025-06-03,BreakFutPennies-holdingsactual-First-SGQoQ,3.1,500.0,2025-06-05T00:00:00,TRADE_2D_AFTER_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,40.33,20.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
GH,2025-06-03,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,40.33,15.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
UPST,2025-06-03,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,47.87,50.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
UPST,2025-06-03,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,47.85,75.0,2025-06-02T00:00:00,TRADE_1D_BEFORE_ALERT
PDYN,2025-06-04,BreakFutPennies-holdingsactual-StackSupportloVlm,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
LTH,2025-06-04,BreakFutPennies-holdingsactual-SellC<Lo2,29.76,100.0,2025-06-02T00:00:00,TRADE_2D_BEFORE_ALERT
ASTS,2025-06-04,BreakFutPennies-holdingsactual-First,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-First,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-First,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-First,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
CRSP,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,42.0,45.0,2025-06-06T00:00:00,TRADE_2D_AFTER_ALERT
CRSP,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,42.0,30.0,2025-06-06T00:00:00,TRADE_2D_AFTER_ALERT
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,4.9,400.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,4.9,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,4.9,400.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,4.9,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,4.9,400.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,4.9,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,4.9,400.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
RXRX,2025-06-04,BreakFutPennies-holdingsactual-RSI3-PctBV9-SqzPop,4.9,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,26.51,75.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,26.51,35.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,26.51,30.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ASTS,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,26.51,10.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
NEXT,2025-06-04,BreakFutPennies-holdingsactual-pivotunderhi3,8.4,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
PDYN,2025-06-04,BreakFutPennies-holdingsactual-StackSupport,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
PDYN,2025-06-04,BreakFutPennies-holdingsactual-burst,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
TROX,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,5.72,400.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
ZETA,2025-06-04,BreakFutPennies-holdings-pctB4Rise2-pctBV9[2]>100,13.68,150.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
ZETA,2025-06-04,BreakFutPennies-holdings-pctB4Rise2-pctBV9[2]>100,13.68,150.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
ZETA,2025-06-04,BreakFutPennies-holdings-pctB4Rise2-pctBV9[2]>100,13.69,50.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
USAR,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,10.31,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
USAR,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,10.31,50.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
USAR,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,10.31,50.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
MP,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,20.38,100.0,2025-06-02T00:00:00,TRADE_2D_BEFORE_ALERT
USAR,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,10.31,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
USAR,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,10.31,50.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
USAR,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,10.31,50.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
MP,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,20.38,100.0,2025-06-02T00:00:00,TRADE_2D_BEFORE_ALERT
PDYN,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
NAMS,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,18.75,200.0,2025-06-02T00:00:00,TRADE_2D_BEFORE_ALERT
PDYN,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
PDYN,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
TRVI,2025-06-04,BreakFutPennies-holdings-BigVolumeUp-Daily,6.76,200.0,2025-06-09T00:00:00,TRADE_5D_AFTER_ALERT
KVYO,2025-06-04,BreakFutPennies-holdingsactual-DI2CrossPctBVol>100,34.57,100.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
BABA,2025-06-04,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],121.22,25.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
BABA,2025-06-04,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,121.22,25.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
UAMY,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,2.99,500.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
UAMY,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,3.09,500.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
UAMY,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,2.98,500.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
UAMY,2025-06-04,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,3.1,500.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
TSSI,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,14.17,100.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
TSSI,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,14.17,50.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
TSSI,2025-06-04,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,14.17,50.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
TSSI,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,14.17,100.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
TSSI,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,14.17,50.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
TSSI,2025-06-04,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,14.17,50.0,2025-05-30T00:00:00,TRADE_5D_BEFORE_ALERT
MP,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,20.38,100.0,2025-06-02T00:00:00,TRADE_2D_BEFORE_ALERT
BABA,2025-06-04,BreakFutPennies-holdingsactual-RSI3x75-pctBV>100,121.22,25.0,2025-06-05T00:00:00,TRADE_1D_AFTER_ALERT
PDYN,2025-06-04,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,8.99,300.0,2025-06-04T00:00:00,SAME_DAY_ENTRY
ADMA,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,20.53,150.0,2025-06-03T00:00:00,TRADE_2D_BEFORE_ALERT
ALHC,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,15.41,200.0,2025-06-02T00:00:00,TRADE_3D_BEFORE_ALERT
KVYO,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,34.57,100.0,2025-06-04T00:00:00,TRADE_1D_BEFORE_ALERT
XNCR,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,8.6,150.0,2025-06-02T00:00:00,TRADE_3D_BEFORE_ALERT
XNCR,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,8.6,150.0,2025-06-02T00:00:00,TRADE_3D_BEFORE_ALERT
DYN,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,12.78,75.0,2025-06-02T00:00:00,TRADE_3D_BEFORE_ALERT
DYN,2025-06-05,BreakFutPennies-holdingsactual-SellC<Lo2,12.78,75.0,2025-06-02T00:00:00,TRADE_3D_BEFORE_ALERT
BABA,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,121.22,25.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,2.99,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,3.09,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,2.98,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,3.1,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,2.99,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,3.09,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,2.98,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,3.1,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,2.99,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,3.09,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,2.98,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
UAMY,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,3.1,500.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-First-SGQoQ,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-First-SGQoQ,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-First-SGQoQ,13.69,50.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-burst,13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-burst,13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-DTTCrossBuy-Strict,13.69,50.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-05,BreakFutPennies-holdingsactual-First-QDL,33.73,100.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-05,BreakFutPennies-holdingsactual-rsi3x77-v>v[1]-xT,33.73,100.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-05,BreakFutPennies-holdingsactual-QDL-rsi3x77-v>v[1],33.73,100.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-05,BreakFutPennies-Hi18Body-R18<=R18[9]-^AvgVol-MACDV,33.73,100.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
CRMD,2025-06-05,BreakFutPennies-holdingsactual-rsi3x77-pctB9V>150,13.07,75.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
SRRK,2025-06-05,BreakFutPennies-holdingsactual-4/36MaxSig0HiVol,33.73,100.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
ZETA,2025-06-05,BreakFutPennies-holdingsactual-RSI3>70-pctBV>100,13.68,150.0,2025-06-05T00:00:00,SAME_DAY_ENTRY
